Bank-leitzahl;Bezeichnung;PLZ;Ort;BIC
59010015;ZVC FK 15 Postbank Ndl der DB Privat- und Firmenkundenbank;52062;Aachen;PBNKDEFF015
59010016;ZVC FK 16 Postbank Ndl der DB Privat- und Firmenkundenbank;76646;Bruchsal;PBNKDEFFXXX
59010017;ZVC FK 17 Postbank Ndl der DB Privat- und Firmenkundenbank;37073;Göttingen;PBNKDEFF017
59010018;ZVC FK 18 Postbank Ndl der DB Privat- und Firmenkundenbank;22880;Wedel;PBNKDEFFXXX
59010019;ZVC FK 19 Postbank Ndl der DB Privat- und Firmenkundenbank;59755;Arnsberg;PBNKDEFF019
59010021;ZVC FK 21 Postbank Ndl der DB Privat- und Firmenkundenbank;63739;Aschaffenburg;PBNKDEFF021
59010022;ZVC FK 22 Postbank Ndl der DB Privat- und Firmenkundenbank;36037;Fulda;PBNKDEFF022
59010023;ZVC FK 23 Postbank Ndl der DB Privat- und Firmenkundenbank;61348;Bad Homburg;PBNKDEFF023
59010024;ZVC FK 24 Postbank Ndl der DB Privat- und Firmenkundenbank;50321;Brühl;PBNKDEFFXXX
59010025;ZVC FK 25 Postbank Ndl der DB Privat- und Firmenkundenbank;34117;Kassel;PBNKDEFF025
59010026;ZVC FK 26 Postbank Ndl der DB Privat- und Firmenkundenbank;87600;Kaufbeuren;PBNKDEFFXXX
59010027;ZVC FK 27 Postbank Ndl der DB Privat- und Firmenkundenbank;25421;Pinneberg;PBNKDEFFXXX
59010028;ZVC FK 28 Postbank Ndl der DB Privat- und Firmenkundenbank;55232;Alzey;PBNKDEFFXXX
59010029;ZVC FK 29 Postbank Ndl der DB Privat- und Firmenkundenbank;61118;Bad Vilbel;PBNKDEFFXXX
59010031;ZVC FK 31 Postbank Ndl der DB Privat- und Firmenkundenbank;75015;Bretten;PBNKDEFFXXX
59010032;ZVC FK 32 Postbank Ndl der DB Privat- und Firmenkundenbank;18439;Stralsund;PBNKDEFF032
59010033;ZVC FK 33 Postbank Ndl der DB Privat- und Firmenkundenbank;95444;Bayreuth;PBNKDEFF033
59010034;ZVC FK 34 Postbank Ndl der DB Privat- und Firmenkundenbank;29614;Soltau;PBNKDEFFXXX
59010035;ZVC FK 35 Postbank Ndl der DB Privat- und Firmenkundenbank;27755;Delmenhorst;PBNKDEFFXXX
59010036;ZVC FK 36 Postbank Ndl der DB Privat- und Firmenkundenbank;93413;Cham;PBNKDEFFXXX
59010037;ZVC FK 37 Postbank Ndl der DB Privat- und Firmenkundenbank;50126;Bergheim;PBNKDEFF037
59010038;ZVC FK 38 Postbank Ndl der DB Privat- und Firmenkundenbank;86551;Aichach;PBNKDEFFXXX
59010039;ZVC FK 39 Postbank Ndl der DB Privat- und Firmenkundenbank;51465;Bergisch Gladbach;PBNKDEFF039
59010040;ZVC FK 40 Postbank Ndl der DB Privat- und Firmenkundenbank;71229;Leonberg;PBNKDEFFXXX
59010041;ZVC FK 41 Postbank Ndl der DB Privat- und Firmenkundenbank;76726;Germersheim;PBNKDEFFXXX
59010042;ZVC FK 42 Postbank Ndl der DB Privat- und Firmenkundenbank;46397;Bocholt;PBNKDEFF042
59010044;ZVC FK 44 Postbank Ndl der DB Privat- und Firmenkundenbank;44787;Bochum;PBNKDEFF044
59010045;ZVC FK 45 Postbank Ndl der DB Privat- und Firmenkundenbank;63477;Maintal;PBNKDEFFXXX
59010047;ZVC FK 47 Postbank Ndl der DB Privat- und Firmenkundenbank;40721;Hilden;PBNKDEFF047
59010048;ZVC FK 48 Postbank Ndl der DB Privat- und Firmenkundenbank;50226;Frechen;PBNKDEFFXXX
59010049;ZVC FK 49 Postbank Ndl der DB Privat- und Firmenkundenbank;38440;Wolfsburg;PBNKDEFF049
59010051;ZVC FK 51 Postbank Ndl der DB Privat- und Firmenkundenbank;49377;Vechta;PBNKDEFFXXX
59010052;ZVC FK 52 Postbank Ndl der DB Privat- und Firmenkundenbank;29439;Lüchow (Wendland);PBNKDEFFXXX
59010053;ZVC FK 53 Postbank Ndl der DB Privat- und Firmenkundenbank;38102;Braunschweig;PBNKDEFF053
59010054;ZVC FK 54 Postbank Ndl der DB Privat- und Firmenkundenbank;49565;Bramsche;PBNKDEFFXXX
59010055;ZVC FK 55 Postbank Ndl der DB Privat- und Firmenkundenbank;38350;Helmstedt;PBNKDEFFXXX
59010056;ZVC FK 56 Postbank Ndl der DB Privat- und Firmenkundenbank;14712;Rathenow;PBNKDEFFXXX
59010057;ZVC FK 57 Postbank Ndl der DB Privat- und Firmenkundenbank;33602;Bielefeld;PBNKDEFFXXX
59010058;ZVC FK 58 Postbank Ndl der DB Privat- und Firmenkundenbank;38300;Wolfenbüttel;PBNKDEFFXXX
59010059;ZVC FK 59 Postbank Ndl der DB Privat- und Firmenkundenbank;14974;Ludwigsfelde;PBNKDEFFXXX
59010061;ZVC FK 61 Postbank Ndl der DB Privat- und Firmenkundenbank;59494;Soest;PBNKDEFFXXX
59010062;ZVC FK 62 Postbank Ndl der DB Privat- und Firmenkundenbank;99867;Gotha;PBNKDEFFXXX
59010063;ZVC FK 63 Postbank Ndl der DB Privat- und Firmenkundenbank;2977;Hoyerswerda;PBNKDEFFXXX
59010064;ZVC FK 64 Postbank Ndl der DB Privat- und Firmenkundenbank;56727;Mayen;PBNKDEFFXXX
59010065;ZVC FK 65 Postbank Ndl der DB Privat- und Firmenkundenbank;63571;Gelnhausen;PBNKDEFFXXX
59010066;Postbank Ndl der DB Privat- und Firmenkundenbank;66107;Saarbrücken;PBNKDEFFXXX
59010068;ZVC FK 68 Postbank Ndl der DB Privat- und Firmenkundenbank;95028;Hof;PBNKDEFFXXX
59010069;ZVC FK 69 Postbank Ndl der DB Privat- und Firmenkundenbank;67098;Bad Dürkheim;PBNKDEFFXXX
59010071;ZVC FK 71 Postbank Ndl der DB Privat- und Firmenkundenbank;91413;Neustadt a.d.Aisch;PBNKDEFFXXX
59010072;ZVC FK 72 Postbank Ndl der DB Privat- und Firmenkundenbank;72072;Tübingen;PBNKDEFFXXX
59010073;ZVC FK 73 Postbank Ndl der DB Privat- und Firmenkundenbank;85435;Erding;PBNKDEFFXXX
59010074;ZVC FK 74 Postbank Ndl der DB Privat- und Firmenkundenbank;92224;Amberg;PBNKDEFFXXX
59010400;Saarl Investitionskreditbank;66027;Saarbrücken;SIKBDE55XXX
59020090;UniCredit Bank - HypoVereinsbank;66003;Saarbrücken;HYVEDEMM432
59020090;UniCredit Bank - HypoVereinsbank;66462;Zweibrücken;HYVEDEMM432
59020090;UniCredit Bank - HypoVereinsbank;66309;Völklingen;HYVEDEMM432
59020090;UniCredit Bank - HypoVereinsbank;66595;St. Wendel;HYVEDEMM432
59020090;UniCredit Bank - HypoVereinsbank;66513;Neunkirchen;HYVEDEMM432
59020400;mediserv Bank;66121;Saarbrücken;MEGHDE81XXX
59040000;Commerzbank;66005;Saarbrücken;COBADEFFXXX
59040000;Commerzbank;66538;Neunkirchen;
59040000;Commerzbank;66424;Homburg;
59040000;Commerzbank;66606;St. Wendel;
59040000;Commerzbank;66740;Saarlouis;
59040000;Commerzbank;66763;Dillingen;
59040000;Commerzbank;66386;St. Ingbert;
59050000;Landesbank Saar;66104;Saarbrücken;SALADE55XXX
59050101;Sparkasse Saarbrücken;66104;Saarbrücken;SAKSDE55XXX
59050101;Sparkasse Saarbrücken;66333;Völklingen;
59050101;Sparkasse Saarbrücken;66352;Großrosseln;
59050101;Sparkasse Saarbrücken;66265;Heusweiler;
59050101;Sparkasse Saarbrücken;66271;Kleinblittersdorf;
59050101;Sparkasse Saarbrücken;66292;Riegelsberg;
59050101;Sparkasse Saarbrücken;66287;Quierschied;
59050101;Sparkasse Saarbrücken;66346;Püttlingen;
59050101;Sparkasse Saarbrücken;66280;Sulzbach;
59051090;Stadtsparkasse Völklingen -alt-;66310;Völklingen;SALADE51VKS
59070000;Deutsche Bank Saarbruecken;66006;Saarbrücken;DEUTDE5M555
59070070;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);66111;Saarbrücken;DEUTDEDB595
59070070;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);66763;Dillingen;
59070070;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);66538;Neunkirchen;
59070070;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);66663;Merzig;
59070070;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);66424;Homburg;
59070070;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);66386;St. Ingbert;
59070070;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);66740;Saarlouis;
59070070;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);66333;Völklingen;DEUTDEDB590
59080090;Commerzbank vormals Dresdner Bank;66007;Saarbrücken;DRESDEFF590
59080090;Commerzbank vormals Dresdner Bank;66740;Saarlouis;
59080090;Commerzbank vormals Dresdner Bank;66386;St. Ingbert;
59080090;Commerzbank vormals Dresdner Bank;66424;Homburg;
59090626;apoBank;66006;Saarbrücken;DAAEDED1026
59090900;PSD Bank RheinNeckarSaar;66023;Saarbrücken;GENODEF1P19
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66740;Saarlouis;GENODE51SB2
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/S.(Gf P2);66740;Saarlouis;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66271;Kleinblittersdorf;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66287;Quierschied;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66299;Friedrichsthal;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66125;Saarbrücken;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66701;Beckingen;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66359;Bous;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66352;Großrosseln;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66809;Nalbach;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66346;Püttlingen;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66780;Rehlingen-Siersburg;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66292;Riegelsberg;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66793;Saarwellingen;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66773;Schwalbach;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66333;Völklingen;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66787;Wadgassen;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66794;Wallerfangen;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66687;Wadern;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66663;Merzig;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66679;Losheim am See;
59092000;Vereinigte Volksbank Saarlouis-Losheim-Sulzbach/Saar;66280;Sulzbach;
59099550;Volksbank Nahe-Schaumberg -alt-;66625;Nohfelden;GENODE51NOH
59099550;Volksbank Nahe-Schaumberg (Gf P2);66625;Nohfelden;
59190000;Bank 1 Saar;66026;Saarbrücken;SABADE5SXXX
59190000;Bank 1 Saar;66822;Lebach;
59190000;Bank 1 Saar;66750;Dillingen;
59190000;Bank 1 Saar;66651;Merzig;
59190000;Bank 1 Saar;66424;Homburg;
59190000;Bank 1 Saar;66557;Illingen;
59190000;Bank 1 Saar;66706;Perl;
59190000;Bank 1 Saar;66538;Neunkirchen;
59190000;Bank 1 Saar;66386;St. Ingbert;
59190000;Bank 1 Saar;66596;St. Wendel;
59190000;Bank 1 Saar;66832;Schmelz;
59190000;Bank 1 Saar;66310;Völklingen;
59190000;Bank 1 Saar;66681;Wadern;
59190000;Bank 1 Saar;66740;Saarlouis;
59190000;Bank 1 Saar;66674;Losheim am See;
59190000;Bank 1 Saar;66578;Schiffweiler;
59190000;Bank 1 Saar;66440;Blieskastel;
59190000;Bank 1 Saar;66802;Überherrn;
59190000;Bank 1 Saar;66265;Heusweiler;
59190000;Bank 1 Saar;66292;Riegelsberg;
59190000;Bank 1 Saar;66589;Merchweiler;
59190000;Bank 1 Saar;66564;Ottweiler;
59190000;Bank 1 Saar;66583;Spiesen-Elversberg;
59190000;Bank 1 Saar;66629;Freisen;
59190000;Bank 1 Saar;66646;Marpingen;
59190000;Bank 1 Saar;66640;Namborn;
59190000;Bank 1 Saar;66625;Nohfelden;
59190000;Bank 1 Saar;66620;Nonnweiler;
59190000;Bank 1 Saar;66649;Oberthal;
59190000;Bank 1 Saar;66636;Tholey;
59190000;Bank 1 Saar (Gf P2);66026;Saarbrücken;
59190200;Volksbank Westliche Saar plus -alt-;66724;Saarlouis;GENODE51SLS
59190200;Volksbank Westliche Saar plus (Gf P2);66724;Saarlouis;
59251020;Kreissparkasse St. Wendel;66606;St. Wendel;SALADE51WND
59251020;Kreissparkasse St. Wendel;66636;Tholey;
59251020;Kreissparkasse St. Wendel;66649;Oberthal;
59251020;Kreissparkasse St. Wendel;66620;Nonnweiler;
59251020;Kreissparkasse St. Wendel;66625;Nohfelden;
59251020;Kreissparkasse St. Wendel;66646;Marpingen;
59251020;Kreissparkasse St. Wendel;66640;Namborn;
59251020;Kreissparkasse St. Wendel;66629;Freisen;
59252046;Sparkasse Neunkirchen;66538;Neunkirchen;SALADE51NKS
59252046;Sparkasse Neunkirchen;66564;Ottweiler;
59252046;Sparkasse Neunkirchen;66589;Merchweiler;
59252046;Sparkasse Neunkirchen;66571;Eppelborn;
59252046;Sparkasse Neunkirchen;66557;Illingen;
59252046;Sparkasse Neunkirchen;66578;Schiffweiler;
59252046;Sparkasse Neunkirchen;66583;Spiesen-Elversberg;
59291000;Unsere Volksbank St. Wendeler Land -alt-;66606;St. Wendel;GENODE51WEN
59291000;Unsere Volksbank St. Wendeler Land;66629;Freisen;
59291000;Unsere Volksbank St. Wendeler Land;66620;Nonnweiler;
59291000;Unsere Volksbank St. Wendeler Land;66649;Oberthal;
59291000;Unsere Volksbank St. Wendeler Land;66640;Namborn;
59291000;Unsere Volksbank St. Wendeler Land;66636;Tholey;
59291000;Unsere Volksbank St. Wendeler Land;66646;Marpingen;
59291000;Unsere Volksbank St. Wendeler Land;66625;Nohfelden;
59291000;Unsere Volksbank St. Wendeler Land (Gf P2);66606;St. Wendel;
59291200;Volks- und Raiffeisenbank Saarpfalz;66424;Homburg;GENODE51BEX
59291200;Volks- und Raiffeisenbank Saarpfalz;66459;Kirkel;
59291200;Volks- und Raiffeisenbank Saarpfalz;66399;Mandelbachtal;
59291200;Volks- und Raiffeisenbank Saarpfalz;66453;Gersheim;
59291200;Volks- und Raiffeisenbank Saarpfalz;66450;Bexbach;
59291200;Volks- und Raiffeisenbank Saarpfalz;66440;Blieskastel;
59291200;Volks- und Raiffeisenbank Saarpfalz (Gf P2);66424;Homburg;
59320087;UniCredit Bank - HypoVereinsbank;66714;Saarlouis;HYVEDEMM838
59350110;Kreissparkasse Saarlouis;66717;Saarlouis;KRSADE55XXX
59350110;Kreissparkasse Saarlouis;66822;Lebach;
59350110;Kreissparkasse Saarlouis;66809;Nalbach;
59350110;Kreissparkasse Saarlouis;66780;Rehlingen-Siersburg;
59350110;Kreissparkasse Saarlouis;66793;Saarwellingen;
59350110;Kreissparkasse Saarlouis;66787;Wadgassen;
59350110;Kreissparkasse Saarlouis;66798;Wallerfangen;
59350110;Kreissparkasse Saarlouis;66839;Schmelz;
59350110;Kreissparkasse Saarlouis;66773;Schwalbach;
59350110;Kreissparkasse Saarlouis;66802;Überherrn;
59350110;Kreissparkasse Saarlouis;66763;Dillingen;
59350110;Kreissparkasse Saarlouis;66806;Ensdorf;
59350110;Kreissparkasse Saarlouis;66359;Bous;
59351040;Sparkasse Merzig-Wadern;66651;Merzig;MERZDE55XXX
59351040;Sparkasse Merzig-Wadern;66694;Beckingen;
59351040;Sparkasse Merzig-Wadern;66679;Losheim am See;
59351040;Sparkasse Merzig-Wadern;66693;Mettlach;
59351040;Sparkasse Merzig-Wadern;66702;Perl;
59351040;Sparkasse Merzig-Wadern;66687;Wadern;
59351040;Sparkasse Merzig-Wadern;66709;Weiskirchen;
59390100;Volksbank Saarlouis -alt-;66724;Saarlouis;GENODE51SLF
59390100;Volksbank Saarlouis (Gf P2);66724;Saarlouis;
59391200;Volksbank Überherrn;66802;Überherrn;GENODE51UBH
59391200;Volksbank (Gf P2);66799;Überherrn;
59392000;Volksbank Dillingen -alt-;66763;Dillingen;GENODE51DSA
59392000;Volksbank Dillingen (Gf P2);66763;Dillingen;
59392200;Volksbank Untere Saar -alt-;66674;Losheim am See;GENODE51LOS
59392200;Volksbank Untere Saar (Gf P2);66674;Losheim am See;
59393000;levoBank;66822;Lebach;GENODE51LEB
59393000;levoBank;66809;Nalbach;
59393000;levoBank;66793;Saarwellingen;
59393000;levoBank;66571;Eppelborn;
59393000;levoBank;66557;Illingen;
59393000;levoBank (Gf P2);66822;Lebach;
59450010;Kreissparkasse Saarpfalz;66404;Homburg;SALADE51HOM
59450010;Kreissparkasse Saarpfalz;66450;Bexbach;
59450010;Kreissparkasse Saarpfalz;66440;Blieskastel;
59450010;Kreissparkasse Saarpfalz;66453;Gersheim;
59450010;Kreissparkasse Saarpfalz;66459;Kirkel;
59450010;Kreissparkasse Saarpfalz;66386;St. Ingbert;
59450010;Kreissparkasse Saarpfalz;66399;Mandelbachtal;
59491300;VR Bank Saarpfalz -alt-;66424;Homburg;GENODE51MBT
59491300;VR Bank Saarpfalz (Gf P2);66424;Homburg;
60000000;Bundesbank;70049;Stuttgart;MARKDEF1600
60010070;Postbank Ndl der DB Privat- und Firmenkundenbank;70148;Stuttgart;PBNKDEFFXXX
60010111;DSK Hyp;70174;Stuttgart;ESSEDE5F600
60010424;Aareal Bank;70191;Stuttgart;AARBDE5W600
60010700;Landeskreditbank Baden-Württemberg Förderbank -alt-;76113;Karlsruhe;LKBWDE6K600
60020030;Baden-Württembergische Bank;70049;Stuttgart;SOLADEST601
60020100;M.M. Warburg & Co (vormals Schwäbische Bank);20095;Hamburg;SCHWDESSXXX
60020290;UniCredit Bank - HypoVereinsbank;70003;Stuttgart;HYVEDEMM473
60020290;UniCredit Bank - HypoVereinsbank;88131;Lindau (Bodensee);HYVEDEMM473
60020290;UniCredit Bank - HypoVereinsbank;88161;Lindenberg i. Allgäu;HYVEDEMM473
60020290;UniCredit Bank - HypoVereinsbank;74072;Heilbronn;HYVEDEMM473
60020290;UniCredit Bank - HypoVereinsbank;88002;Friedrichshafen;HYVEDEMM473
60020300;BNP Paribas Ndl. Deutschland former VON ESSEN Bank;80336;München;VONEDE33STG
60030000;Mercedes-Benz Bank;70320;Stuttgart;MEBEDE6SDCB
60030100;Bankhaus Bauer, Stuttgart;70173;Stuttgart;BHBADES1XXX
60030200;Bankhaus Ellwanger & Geiger;70174;Stuttgart;ELGEDES1XXX
60030600;CreditPlus Bank;70004;Stuttgart;CPLUDES1XXX
60030600;CreditPlus Bank;10625;Berlin;
60030600;CreditPlus Bank;60313;Frankfurt am Main;
60030600;CreditPlus Bank;80331;München;
60030600;CreditPlus Bank;4109;Leipzig;
60030600;CreditPlus Bank;68161;Mannheim;
60030600;CreditPlus Bank;99084;Erfurt;
60030600;CreditPlus Bank;30159;Hannover;
60030600;CreditPlus Bank;18055;Rostock;
60030600;CreditPlus Bank;1067;Dresden;
60030666;CreditPlus Bank;70178;Stuttgart;CPLUDES1666
60030700;AKTIVBANK;60528;Frankfurt am Main;AKBADES1XXX
60030700;AKTIVBANK (Gf P2);60528;Frankfurt am Main;
60030900;Isbank Fil Stuttgart;70174;Stuttgart;ISBKDEFXSTU
60031000;TRUMPF Financial Services;71254;Ditzingen;TRUFDE66XXX
60033000;Wüstenrot Bausparkasse;71630;Ludwigsburg;BSWLDE61XXX
60035810;IBM Deutschland Kreditbank;71139;Ehningen;IBKBDES1XXX
60040060;Commerzbank CC;70173;Stuttgart;COBADEFFXXX
60040061;Commerzbank CC;70173;Stuttgart;COBADEFFXXX
60040071;Commerzbank;70049;Stuttgart;COBADEFFXXX
60040071;Commerzbank;70702;Fellbach;
60040071;Commerzbank;71202;Leonberg;
60040071;Commerzbank;71002;Böblingen;
60040071;Commerzbank;73601;Schorndorf;
60040071;Commerzbank;70794;Filderstadt;
60040071;Commerzbank;71332;Waiblingen;
60040071;Commerzbank;70750;Leinfelden-Echterdingen;
60040075;Commerzbank, Filiale Stuttgart 2;70049;Stuttgart;COBADEFFXXX
60050000;Landesbank Baden-Württemberg;70144;Stuttgart;SOLADESTXXX
60050009;ZV Landesbank Baden-Württemberg ISE;70144;Stuttgart;
60050101;Landesbank Baden-Württemberg/Baden-Württembergische Bank;70144;Stuttgart;SOLADEST600
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71111;Waldenbuch;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71679;Asperg;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71254;Ditzingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73770;Denkendorf;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73249;Wernau (Neckar);
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73240;Wendlingen am Neckar;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73642;Welzheim;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71263;Weil der Stadt;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;75365;Calw;SOLADEST493
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71032;Böblingen;SOLADEST880
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;74321;Bietigheim-Bissingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;88400;Biberach an der Riß;SOLADEST447
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71691;Freiberg am Neckar;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71522;Backnang;SOLADEST829
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;97980;Bad Mergentheim;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71139;Ehningen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73054;Eislingen/Fils;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;89584;Ehingen (Donau);
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;70771;Leinfelden-Echterdingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73061;Ebersbach an der Fils;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;88009;Friedrichshafen;SOLADEST457
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;72250;Freudenstadt;SOLADEST490
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;70734;Fellbach;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;89537;Giengen an der Brenz;SOLADEST437
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;70839;Gerlingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73312;Geislingen an der Steige;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71540;Murrhardt;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;70825;Korntal-Münchingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;75417;Mühlacker;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71672;Marbach am Neckar;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71077;Herrenberg;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;89509;Heidenheim an der Brenz;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71088;Holzgerlingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;74653;Künzelsau;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;70806;Kornwestheim;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73257;Köngen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73230;Kirchheim unter Teck;SOLADEST864
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;88299;Leutkirch im Allgäu;SOLADEST454
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71229;Leonberg;SOLADEST896
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;72606;Nürtingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73765;Neuhausen auf den Fildern;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;74172;Neckarsulm;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73079;Süßen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71394;Kernen im Remstal;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71144;Steinenbronn;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71043;Sindelfingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71701;Schwieberdingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73614;Schorndorf;SOLADEST836
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73760;Ostfildern;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;88348;Bad Saulgau;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;78614;Rottweil;SOLADEST484
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71272;Renningen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73262;Reichenbach an der Fils;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;78509;Tuttlingen;SOLADEST487
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73655;Plüderhausen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73207;Plochingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;70794;Filderstadt;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73066;Uhingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71665;Vaihingen an der Enz;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71364;Winnenden;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73650;Winterbach;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71384;Weinstadt;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71732;Tamm;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73630;Remshalden;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71282;Hemmingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71720;Oberstenfeld;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73506;Schwäbisch Gmünd;SOLADEST428
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71304;Waiblingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;71611;Ludwigsburg;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73033;Göppingen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73705;Esslingen am Neckar;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;73430;Aalen;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;74072;Heilbronn;
60050101;Baden-Württemb.Bank/Landesbank Baden-Württemb.;89073;Ulm;
