Bank-leitzahl;Bezeichnung;PLZ;Ort;BIC
70169571;Raiffeisenbank Tölzer Land -alt-;83646;Bad Tölz;GENODEF1DTZ
70169575;Raiffeisenbank;86842;Türkheim;GENODEF1TRH
70169576;Raiffeisen-Volksbank Tüßling-Unterneukirchen;84577;Tüßling;GENODEF1TUS
70169585;Raiffeisenbank Unterschleißheim-Haimhn -alt-;85704;Unterschleißheim;GENODEF1UNS
70169598;Raiffeisenbank im Oberland;83646;Bad Tölz;GENODEF1MIB
70169599;Raiffeisenbank Weil u Umgebung -alt-;86947;Weil;GENODEF1WEI
70169602;Raiffeisenbank Weilheim -alt-;82355;Weilheim i. OB;GENODEF1WM1
70169605;VR-Bank Erding;85435;Erding;GENODEF1ISE
70169614;Freisinger Bank Volksbank-Raiffeisenbank;85354;Freising;GENODEF1FSR
70169619;Raiffeisenbank Zorneding;85600;Zorneding;GENODEF1ZOR
70169653;Raiffeisenbank Aiglsbach;84089;Aiglsbach;GENODEF1AIG
70169693;Raiffeisenbank Hallertau;84104;Rudelzhausen;GENODEF1RHT
70190000;Münchner Bank;81632;München;GENODEF1M01
70190010;Münchner Bank;81679;München;GENODEF1M1Y
70220000;LfA Förderbank Bayern;80535;München;LFFBDEMMXXX
70220200;BHF-BANK;80333;München;BHFBDEFF700
70220300;BMW Bank;80788;München;BMWBDEMUXXX
70220800;Vereinsbank Victoria Bauspar;80306;München;VVAGDEM1XXX
70220900;Wüstenrot Bausparkasse;80615;München;DRESDEFFBFC
70230600;Isbank Fil München;80336;München;ISBKDEFXMUN
70250150;Kreissparkasse München Starnberg Ebersberg;80279;München;BYLADEM1KMS
70320090;UniCredit Bank - HypoVereinsbank;82452;Garmisch-Partenkirchen;HYVEDEMM654
70321194;UniCredit Bank - HypoVereinsbank;82351;Weilheim i. OB;HYVEDEMM466
70322192;UniCredit Bank - HypoVereinsbank;82411;Murnau a. Staffelsee;HYVEDEMM664
70350000;Kreissparkasse Garmisch-Partenkirchen;82467;Garmisch-Partenkirchen;BYLADEM1GAP
70351030;Sparkasse Oberland;82362;Weilheim i. OB;BYLADEM1WHM
70362595;Raiffeisenbank Wallgau-Krün;82499;Wallgau;GENODEF1WAK
70380006;Commerzbank vormals Dresdner Bank;82467;Garmisch-Partenkirchen;DRESDEFF703
70390000;VR-Bank Werdenfels;82467;Garmisch-Partenkirchen;GENODEF1GAP
70390010;VR-Bank Werdenfels;82467;Garmisch-Partenkirchen;GENODEF1GAP
70391800;Volksbank-Raiffeisenbank Penzberg -alt-;82374;Penzberg;GENODEF1PZB
71020072;UniCredit Bank - HypoVereinsbank;83423;Bad Reichenhall;HYVEDEMM410
71020072;UniCredit Bank - HypoVereinsbank;83381;Freilassing;HYVEDEMM410
71020072;UniCredit Bank - HypoVereinsbank;83461;Berchtesgaden;HYVEDEMM410
71021270;UniCredit Bank - HypoVereinsbank;84519;Neuötting;HYVEDEMM629
71021270;UniCredit Bank - HypoVereinsbank;84503;Altötting;HYVEDEMM629
71021270;UniCredit Bank - HypoVereinsbank;84307;Eggenfelden;HYVEDEMM629
71022182;UniCredit Bank - HypoVereinsbank;83261;Traunstein;HYVEDEMM453
71022182;UniCredit Bank - HypoVereinsbank;83247;Marquartstein;HYVEDEMM453
71022182;UniCredit Bank - HypoVereinsbank;83291;Traunreut;HYVEDEMM453
71023173;UniCredit Bank - HypoVereinsbank;84479;Burghausen;HYVEDEMM632
71050000;Sparkasse Berchtesgadener Land;83435;Bad Reichenhall;BYLADEM1BGL
71051010;Kreissparkasse Altötting-Burghausen -alt-;84497;Altötting;BYLADEM1AOE
71052050;Kreissparkasse Traunstein-Trostberg;83264;Traunstein;BYLADEM1TST
71061009;VR meine Raiffeisenbank;84496;Altötting;GENODEF1AOE
71062802;Raiffeisenbank;83454;Anger;GENODEF1AGE
71090000;Volksbank Raiffeisenbank Oberbayern Südost;83423;Bad Reichenhall;GENODEF1BGL
71120077;UniCredit Bank - HypoVereinsbank;83001;Rosenheim;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;83035;Bad Aibling;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;83712;Miesbach;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;83201;Prien a. Chiemsee;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;83503;Wasserburg a. Inn;HYVEDEMM448
71120078;UniCredit Bank - HypoVereinsbank;83700;Rottach-Egern;HYVEDEMM644
71120078;UniCredit Bank - HypoVereinsbank;83701;Gmund a. Tegernsee;HYVEDEMM644
71121176;UniCredit Bank - HypoVereinsbank;84445;Mühldorf a. Inn;HYVEDEMM438
71122183;UniCredit Bank - HypoVereinsbank;84465;Waldkraiburg;HYVEDEMM457
71140041;Commerzbank Rosenheim;83022;Rosenheim;COBADEFFXXX
71141041;Commerzbank;84453;Mühldorf a. Inn;COBADEFFXXX
71142041;Commerzbank;84465;Waldkraiburg;COBADEFFXXX
71150000;Sparkasse Rosenheim-Bad Aibling;83004;Rosenheim;BYLADEM1ROS
71151020;Sparkasse Altötting-Mühldorf;84445;Mühldorf a. Inn;BYLADEM1MDF
71152570;Kreissparkasse Miesbach-Tegernsee;83714;Miesbach;BYLADEM1MIB
71152680;Kreis- und Stadtsparkasse Wasserburg;83504;Wasserburg a. Inn;BYLADEM1WSB
71160000;Volksbank Raiffeisenbank Rosenheim-Chiemsee;83022;Rosenheim;GENODEF1VRR
71160161;VR Bank Rosenheim-Chiemsee -alt-;83006;Rosenheim;GENODEF1ROR
71161964;Volksbank-Raiffeisenbank Chiemsee -alt-;83209;Prien a. Chiemsee;GENODEF1PRV
71162355;Raiffeisenbank Oberaudorf;83080;Oberaudorf;GENODEF1OBD
71162804;Raiffeisenbank Aschau-Samerberg;83226;Aschau i. Chiemgau;GENODEF1ASU
71165150;Raiffeisenbank Mangfalltal -alt-;83043;Bad Aibling;GENODEF1AIB
71180005;Commerzbank vormals Dresdner Bank;83011;Rosenheim;DRESDEFF711
71190000;Volksbank Rosenheim -alt-;83022;Rosenheim;GENODEF1ROV
71191000;VR-Bank Burghausen-Mühldorf -alt-;84453;Mühldorf a. Inn;GENODEF1MUL
72000000;Bundesbank;86136;Augsburg;MARKDEF1720
72012300;Bank für Tirol und Vorarlberg Deutschland;80331;München;BTVADE61XXX
72020070;UniCredit Bank - HypoVereinsbank;86002;Augsburg;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86301;Friedberg;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;89402;Dillingen a.d.Donau;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86369;Krumbach (Schwaben);HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86357;Gersthofen;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86329;Königsbrunn;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86344;Neusäß;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86827;Schwabmünchen;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;86899;Landsberg am Lech;HYVEDEMM408
72020700;Augsburger Aktienbank;86150;Augsburg;AUGBDE77XXX
72021271;UniCredit Bank - HypoVereinsbank;86543;Aichach;HYVEDEMM236
72021876;UniCredit Bank - HypoVereinsbank;89305;Günzburg;HYVEDEMM259
72030014;Fürst Fugger Privatbank;86006;Augsburg;FUBKDE71XXX
72030227;Bankhaus Anton Hafner;86150;Augsburg;ANHODE77XXX
72030260;Bankhaus Anton Hafner (Gf PayCenter);86150;Augsburg;ANHODE77PAY
72040046;Commerzbank;86150;Augsburg;COBADEFFXXX
72050000;Stadtsparkasse Augsburg;86135;Augsburg;AUGSDE77XXX
72050101;Kreissparkasse Augsburg;86009;Augsburg;BYLADEM1AUG
72051210;Sparkasse Aichach-Schrobenhausen;86542;Aichach;BYLADEM1AIC
72051840;Sparkasse Günzburg-Krumbach;89304;Günzburg;BYLADEM1GZK
72062152;VR-Bank Handels- und Gewerbebank;86358;Gersthofen;GENODEF1MTG
72069002;Raiffeisenbank Adelzhausen-Sielenbach;86559;Adelzhausen;GENODEF1ADZ
72069005;Raiffeisenbank;86447;Aindling;GENODEF1AIL
72069034;Raiffeisenbank Bissingen;86657;Bissingen;GENODEF1BSI
72069036;Raiffeisenbank Bobingen;86394;Bobingen;GENODEF1BOI
72069043;VR-Bank Donau-Mindel;89407;Dillingen a.d.Donau;GENODEF1GZ2
72069105;Raiffeisenbank;86856;Hiltenfingen;GENODEF1HTF
72069113;Raiffeisenbank Aschberg;89438;Holzheim;GENODEF1HZH
72069114;Raiffeisenbank -alt-;89291;Holzheim;GENODEF1HZR
72069119;Raiffeisenbank Ichenhausen;89335;Ichenhausen;GENODEF1ICH
72069123;Raiffeisenbank Jettingen-Scheppach;89343;Jettingen-Scheppach;GENODEF1JET
72069126;Raiffeisenbank Mittelschwaben;89297;Roggenburg;GENODEF1BBT
72069132;Raiffeisenbank Krumbach/Schwaben -alt-;86370;Krumbach (Schwaben);GENODEF1KRR
72069135;Raiffeisenbank Stauden;86863;Langenneufnach;GENODEF1LST
72069155;Raiffeisenbank Kissing-Mering;86407;Mering;GENODEF1MRI
72069179;Raiffeisenbank Unteres Zusamtal;86647;Buttenwiesen;GENODEF1BWI
72069181;Raiffeisenbank -alt-;89362;Offingen;GENODEF1OFF
72069193;Raiffeisenbank;86508;Rehling;GENODEF1RLI
72069209;Raiffeisenbank -alt-;89297;Roggenburg;GENODEF1RGB
72069220;Raiffeisenbank;86827;Schwabmünchen;GENODEF1SMU
72069235;Raiffeisenbank;86470;Thannhausen;GENODEF1THS
72069263;Raiffeisenbank Wittislingen -alt-;89424;Wittislingen;GENODEF1WTS
72069274;Raiffeisenbank Augsburger Land West;86441;Zusmarshausen;GENODEF1ZUS
72069308;Raiffeisen-Volksbank Wemding;86648;Wemding;GENODEF1WDN
72069329;Raiffeisen-Volksbank Ries;86720;Nördlingen;GENODEF1NOE
72069736;Raiffeisenbank Schwaben Mitte;86370;Krumbach (Schwaben);GENODEF1BLT
72069789;Raiffeisenbank Pfaffenhausen;87772;Pfaffenhausen;GENODEF1PFA
72070001;Deutsche Bank;86004;Augsburg;DEUTDEMM720
72070001;Deutsche Bank;86329;Königsbrunn;DEUTDEMM727
72070001;Deutsche Bank;86358;Gersthofen;DEUTDEMM725
72070001;Deutsche Bank;86815;Bad Wörishofen;DEUTDEMM723
72070001;Deutsche Bank;89301;Günzburg;DEUTDEMM726
72070001;Deutsche Bank;89402;Dillingen a.d.Donau;DEUTDEMM724
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86004;Augsburg;DEUTDEDB720
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86815;Bad Wörishofen;DEUTDEDB723
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);89402;Dillingen a.d.Donau;DEUTDEDB724
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86358;Gersthofen;DEUTDEDB725
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);89301;Günzburg;DEUTDEDB726
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86329;Königsbrunn;DEUTDEDB727
72080001;Commerzbank vormals Dresdner Bank;86004;Augsburg;DRESDEFF720
72090000;VR Bank Augsburg-Ostallgäu;86012;Augsburg;GENODEF1AUB
72090500;Sparda-Bank Augsburg;86013;Augsburg;GENODEF1S03
72090900;PSD Bank München;86012;Augsburg;GENODEF1P14
72091800;Volksbank Günzburg -alt-;89312;Günzburg;GENODEF1GZ1
72120078;UniCredit Bank - HypoVereinsbank;85017;Ingolstadt;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;84048;Mainburg;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;85283;Wolnzach;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;85285;Geisenfeld;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;85264;Pfaffenhofen a.d.Ilm;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;86521;Schrobenhausen;HYVEDEMM426
72122181;UniCredit Bank - HypoVereinsbank;86616;Neuburg a.d.Donau;HYVEDEMM665
72140052;Commerzbank;85018;Ingolstadt;COBADEFFXXX
72150000;Sparkasse Ingolstadt Eichstätt;85023;Ingolstadt;BYLADEM1ING
72151340;Sparkasse Eichstätt -alt-;85067;Eichstätt;BYLADEM1EIS
72151650;Sparkasse Pfaffenhofen;85262;Pfaffenhofen a.d.Ilm;BYLADEM1PAF
72151880;Sparkasse Aichach-Schrobenhausen -alt-;86542;Aichach;BYLADEM1SSH
72152070;Sparkasse Neuburg-Rain;86633;Neuburg a.d.Donau;BYLADEM1NEB
72160818;Volksbank Raiffeisenbank Bayern Mitte;85023;Ingolstadt;GENODEF1INP
72169013;Raiffeisenbank Aresing-Hörzhausen-Schiltberg -alt-;86561;Aresing;GENODEF1ARH
72169080;Raiffeisenbank Aresing-Gerolsbach;85302;Gerolsbach;GENODEF1GSB
72169218;Schrobenhausener Bank;86529;Schrobenhausen;GENODEF1SBN
72169246;Raiffeisenbank Schrobenhausener Land;86571;Langenmosen;GENODEF1WFN
72169380;Raiffeisenbank Beilngries;92339;Beilngries;GENODEF1BLN
72169745;Raiffeisenbank Ehekirchen-Oberhausen;86676;Ehekirchen;GENODEF1WDF
72169756;VR Bank Neuburg-Rain;86621;Neuburg a.d.Donau;GENODEF1ND2
72169764;Raiffeisenbank Donaumooser Land -alt-;86668;Karlshuld;GENODEF1WRI
72169812;Raiffeisenbank im Donautal;85080;Gaimersheim;GENODEF1GAH
72169831;Raiffeisenbank Riedenburg-Lobsing;93339;Riedenburg;GENODEF1RBL
72170007;Deutsche Bank;85010;Ingolstadt;DEUTDEMM721
72170007;Deutsche Bank;85085;Vohburg a.d.Donau;DEUTDEMM729
72170007;Deutsche Bank;86617;Neuburg a.d.Donau;DEUTDEMM722
72170007;Deutsche Bank;85276;Pfaffenhofen a.d.Ilm;DEUTDEMM728
72170024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85010;Ingolstadt;DEUTDEDB721
72170024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86617;Neuburg a.d.Donau;DEUTDEDB722
72170024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85276;Pfaffenhofen a.d.Ilm;DEUTDEDB728
72170024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85085;Vohburg a.d.Donau;DEUTDEDB729
72180002;Commerzbank vormals Dresdner Bank;85018;Ingolstadt;DRESDEFF721
72191600;Hallertauer Volksbank -alt-;85276;Pfaffenhofen a.d.Ilm;GENODEF1PFI
72220074;UniCredit Bank - HypoVereinsbank;86609;Donauwörth;HYVEDEMM255
72223182;UniCredit Bank - HypoVereinsbank;86715;Nördlingen;HYVEDEMM263
72250000;Sparkasse Nördlingen -alt-;86715;Nördlingen;BYLADEM1NLG
72250160;Sparkasse Donauwörth;86604;Donauwörth;BYLADEM1DON
72251520;Sparkasse Dillingen-Nördlingen;89407;Dillingen a.d.Donau;BYLADEM1DLG
72261754;Raiffeisenbank Rain am Lech -alt-;86641;Rain;GENODEF1RLH
72262401;Raiffeisen-Volksbank Dillingen -alt-;89407;Dillingen a.d.Donau;GENODEF1DLG
72290100;Raiffeisen-Volksbank Donauwörth;86604;Donauwörth;GENODEF1DON
73050000;Sparkasse Neu-Ulm-Illertissen;89206;Neu-Ulm;BYLADEM1NUL
73061191;VR-Bank Neu-Ulm;89212;Neu-Ulm;GENODEF1NU1
73090000;Volksbank Neu-Ulm -alt-;89212;Neu-Ulm;GENODEF1NUV
73120075;UniCredit Bank - HypoVereinsbank;87681;Memmingen;HYVEDEMM436
73120075;UniCredit Bank - HypoVereinsbank;87719;Mindelheim;HYVEDEMM436
73140046;Commerzbank Memmingen;87700;Memmingen;COBADEFFXXX
73150000;Sparkasse Memmingen-Lindau-Mindelheim;87688;Memmingen;BYLADEM1MLM
73160000;Genossenschaftsbank Unterallgäu;87719;Mindelheim;GENODEF1MIR
73180011;Commerzbank vormals Dresdner Bank;87681;Memmingen;DRESDEFF731
73190000;VR-Bank Memmingen;87689;Memmingen;GENODEF1MM1
73191500;Volksbank Ulm-Biberach -alt-;89257;Illertissen;ULMVDE66XXX
73320073;UniCredit Bank - HypoVereinsbank;87402;Kempten (Allgäu);HYVEDEMM428
73320073;UniCredit Bank - HypoVereinsbank;87620;Füssen;HYVEDEMM428
73321177;UniCredit Bank - HypoVereinsbank;87552;Oberstdorf;HYVEDEMM567
73322380;UniCredit Bank - HypoVereinsbank;87515;Sonthofen;HYVEDEMM570
73322380;UniCredit Bank - HypoVereinsbank;87459;Pfronten;HYVEDEMM570
73331700;Gabler-Saliter Bankgeschäft;87634;Obergünzburg;GABLDE71XXX
73340046;Commerzbank Kempten Allgäu;87435;Kempten (Allgäu);COBADEFFXXX
73350000;Sparkasse Allgäu;87435;Kempten (Allgäu);BYLADEM1ALG
73351635;Sparkasse Riezlern, Kleinwalsertal;87567;Riezlern;BYLADEM1ALR
73369264;Raiffeisenbank im Allgäuer Land;87463;Dietmannsried;GENODEF1DTA
73369821;BodenseeBank;88115;Lindau (Bodensee);GENODEF1LBB
73369823;Raiffeisenbank Westallgäu;88167;Gestratz;GENODEF1WWA
73369826;Volksbank;88151;Lindenberg i. Allgäu;GENODEF1LIA
73369851;Raiffeisenbank Aitrang-Ruderatshofen;87648;Aitrang;GENODEF1AIT
73369854;Raiffeisenbank Fuchstal-Denklingen;86925;Fuchstal;GENODEF1FCH
73369859;Raiffeisenbank;87651;Bidingen;GENODEF1BIN
73369871;Raiffeisenbank Baisweil-Eggenthal-Friesenried;87653;Eggenthal;GENODEF1EGB
73369881;Raiffeisenbank Haldenwang -alt-;87490;Haldenwang;GENODEF1HWG
73369902;Raiffeisenbank Kempten -alt-;87412;Kempten (Allgäu);GENODEF1KM1
73369918;Raiffeisenbank Kirchweihtal;87666;Pforzen;GENODEF1OKI
73369920;Raiffeisenbank Kempten-Oberallgäu;87527;Sonthofen;GENODEF1SFO
73369933;Raiffeisenbank Südliches Ostallgäu;87637;Seeg;GENODEF1RHP
73369936;Raiffeisenbank Seeg -alt-;87637;Seeg;GENODEF1SER
73369954;Raiffeisenbank Wald-Görisried;87616;Wald;GENODEF1WGO
73370008;Deutsche Bank;87404;Kempten (Allgäu);DEUTDEMM733
73370008;Deutsche Bank;87682;Memmingen;DEUTDEMM734
73370008;Deutsche Bank;87516;Sonthofen;DEUTDEMM735
73370008;Deutsche Bank;87609;Marktoberdorf;DEUTDEMM736
73370008;Deutsche Bank;87600;Kaufbeuren;DEUTDEMM737
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87404;Kempten (Allgäu);DEUTDEDB733
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87600;Kaufbeuren;DEUTDEDB737
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87609;Marktoberdorf;DEUTDEDB736
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87682;Memmingen;DEUTDEDB734
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87516;Sonthofen;DEUTDEDB735
73380004;Commerzbank vormals Dresdner Bank;87404;Kempten (Allgäu);DRESDEFF733
73390000;Allgäuer Volksbank Kempten-Sonthofen;87416;Kempten (Allgäu);GENODEF1KEV
73392000;Volksbank Immenstadt;87509;Immenstadt i. Allgäu;GENODEF1IMV
73420071;UniCredit Bank - HypoVereinsbank;87600;Kaufbeuren;HYVEDEMM427
73420071;UniCredit Bank - HypoVereinsbank;86839;Türkheim;HYVEDEMM427
73420071;UniCredit Bank - HypoVereinsbank;87609;Marktoberdorf;HYVEDEMM427
73421478;UniCredit Bank - HypoVereinsbank;86951;Schongau;HYVEDEMM666
73440048;Commerzbank;87600;Kaufbeuren;COBADEFFXXX
73450000;Kreis- und Stadtsparkasse Kaufbeuren;87600;Kaufbeuren;BYLADEM1KFB
73451450;Kreissparkasse Schongau -alt-;82362;Weilheim i. OB;BYLADEM1SOG
73460046;VR Bank Augsburg-Ostallgäu;87600;Kaufbeuren;GENODEF1KFB
73480013;Commerzbank vormals Dresdner Bank;87572;Kaufbeuren;DRESDEFF734
74020074;UniCredit Bank - HypoVereinsbank;94002;Passau;HYVEDEMM445
74020074;UniCredit Bank - HypoVereinsbank;94441;Plattling;HYVEDEMM445
74020074;UniCredit Bank - HypoVereinsbank;94470;Vilshofen an der Donau;HYVEDEMM445
74020074;UniCredit Bank - HypoVereinsbank;94052;Pocking;HYVEDEMM445
74020100;Raiffeisenlandesbank OÖ Zndl Süddeutschland;80333;München;RZOODE77XXX
74020150;Raiffeisenlandesbank OÖ Zndl Südde - für interne Zwecke;80333;München;RZOODE77050
74040082;Commerzbank Passau;94032;Passau;COBADEFFXXX
74050000;Sparkasse Passau;94014;Passau;BYLADEM1PAS
74051230;Sparkasse Freyung-Grafenau;94075;Freyung;BYLADEM1FRG
74061101;Raiffeisenbank Am Goldenen Steig;94133;Röhrnbach;GENODEF1RGS
74061564;Raiffeisenbank Unteres Inntal;94152;Neuhaus a.Inn;GENODEF1NUI
74061670;Raiffeisenbank Ortenburg-Kirchberg;94496;Ortenburg;GENODEF1ORT
74061813;VR-Bank Rottal-Inn;84347;Pfarrkirchen;GENODEF1PFK
74061814;VR-Bank Rottal-Inn Gf GAA;84347;Pfarrkirchen;GENODEF1PFK
74062490;Volksbank - Raiffeisenbank Vilshofen;94474;Vilshofen an der Donau;GENODEF1VIR
74062786;Raiffeisenbank i Lkr Passau-Nord;94113;Tiefenbach;GENODEF1TIE
74064593;Raiffeisenbank;94108;Wegscheid;GENODEF1WSD
74065782;Raiffeisenbank Salzweg-Thyrnau -alt-;94119;Salzweg;GENODEF1SZT
74066749;Raiffeisenbank Südl. Bayerischer Wald;94049;Hauzenberg;GENODEF1HZN
74067000;Rottaler Raiffeisenbank;94060;Pocking;GENODEF1POC
74069744;Raiffeisenbank;94143;Grainet;GENODEF1GRT
74069752;Raiffeisenbank Hohenau-Mauth -alt-;94545;Hohenau;GENODEF1HHU
74069758;Raiffeisenbank Kirchberg v. Wald;94113;Tiefenbach;GENODEF1TKI
74069768;Raiffeisenbank am Dreisessel;94089;Neureichenau;GENODEF1NHD
74090000;VR-Bank Passau;94015;Passau;GENODEF1PA1
74092400;Volksbank Vilshofen -alt-;94470;Vilshofen an der Donau;GENODEF1VIV
74120071;UniCredit Bank - HypoVereinsbank;94460;Deggendorf;HYVEDEMM415
74131000;TEBA Kreditbank;94405;Landau a.d.Isar;TEKRDE71XXX
74140048;Commerzbank;94469;Deggendorf;COBADEFFXXX
74150000;Sparkasse Deggendorf;94459;Deggendorf;BYLADEM1DEG
74151450;Sparkasse Regen-Viechtach;94202;Regen;BYLADEM1REG
74160025;Raiffeisenbank Deggendorf-Plattling-Sonnenwald;94457;Deggendorf;GENODEF1DEG
74161608;Raiffeisenbank Hengersberg-Schöllnach;94488;Hengersberg;GENODEF1HBW
74164149;VR-Bank -alt-;94209;Regen;GENODEF1RGE
74165013;Raiffeisenbank Sonnenwald -alt-;94530;Auerbach;GENODEF1AUS
74180009;Commerzbank vormals Dresdner Bank;94451;Deggendorf;DRESDEFF741
74190000;VR GenoBank DonauWald;94234;Viechtach;GENODEF1DGV
74191000;VR-Bank Landau-Mengkofen;94405;Landau a.d.Isar;GENODEF1LND
74220075;UniCredit Bank - HypoVereinsbank;94304;Straubing;HYVEDEMM452
74221170;UniCredit Bank - HypoVereinsbank;93413;Cham;HYVEDEMM675
74240062;Commerzbank Straubing;94315;Straubing;COBADEFFXXX
74250000;Sparkasse Niederbayern-Mitte;94304;Straubing;BYLADEM1SRG
74251020;Sparkasse im Landkreis Cham;93405;Cham;BYLADEM1CHM
74260110;Raiffeisenbank;94315;Straubing;GENODEF1SR2
74261024;Raiffeisenbank Chamer Land;93404;Cham;GENODEF1CHA
74290000;Volksbank Straubing;94303;Straubing;GENODEF1SR1
74290100;CB Bank;94306;Straubing;CBSRDE71XXX
74320073;UniCredit Bank - HypoVereinsbank;84007;Landshut;HYVEDEMM433
74320073;UniCredit Bank - HypoVereinsbank;84122;Dingolfing;HYVEDEMM433
74320073;UniCredit Bank - HypoVereinsbank;85360;Moosburg a.d.Isar;HYVEDEMM433
74320073;UniCredit Bank - HypoVereinsbank;84133;Vilsbiburg;HYVEDEMM433
74340077;Commerzbank;84028;Landshut;COBADEFFXXX
74350000;Sparkasse Landshut;84011;Landshut;BYLADEM1LAH
74351430;Sparkasse Rottal-Inn;84301;Eggenfelden;BYLADEM1EGF
74351740;Stadt- und Kreissparkasse Moosburg;85366;Moosburg a.d.Isar;BYLADEM1MSB
74361211;Raiffeisenbank Arnstorf;94424;Arnstorf;GENODEF1ARF
74362663;Raiffeisenbank Altdorf-Ergolding;84030;Ergolding;GENODEF1ERG
74364689;Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg;84073;Pfeffenhausen;GENODEF1PFF
74366666;Raiffeisenbank Geisenhausen -alt-;84141;Geisenhausen;GENODEF1GSH
74369068;Raiffeisenbank Hofkirchen-Bayerbach;84082;Laberweinting;GENODEF1LWE
74369088;Raiffeisenbank Geiselhöring-Pfaffenberg;94333;Geiselhöring;GENODEF1GPF
74369130;Raiffeisenbank Parkstetten;94365;Parkstetten;GENODEF1PST
74369146;Raiffeisenbank Rattiszell-Konzell;94372;Rattiszell;GENODEF1RZK
74369656;Raiffeisenbank Essenbach;84051;Essenbach;GENODEF1ENA
74369662;Raiffeisenbank Buch-Eching;84174;Eching;GENODEF1EBV
74369704;Raiffeisenbank Mengkofen-Loiching -alt-;84152;Mengkofen;GENODEF1MKO
74380007;Commerzbank vormals Dresdner Bank;84008;Landshut;DRESDEFF743
74390000;VR-Bank Landshut;84037;Landshut;GENODEF1LH1
74391300;Volksbank-Raiffeisenbank Dingolfing;84130;Dingolfing;GENODEF1DGF
74391400;VR-Bank Rottal-Inn;84301;Eggenfelden;GENODEF1EGR
74392300;VR-Bank Isar-Vils;84131;Vilsbiburg;GENODEF1VBV
75000000;Bundesbank;93006;Regensburg;MARKDEF1750
75020073;UniCredit Bank - HypoVereinsbank;93002;Regensburg;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93328;Neustadt a.d.Donau;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93301;Kelheim;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93067;Neutraubling;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93155;Hemau;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93123;Regenstauf;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93176;Beratzhausen;HYVEDEMM447
75021174;UniCredit Bank - HypoVereinsbank;92402;Schwandorf;HYVEDEMM804
75040062;Commerzbank Regensburg;93047;Regensburg;COBADEFFXXX
75050000;Sparkasse Regensburg;93042;Regensburg;BYLADEM1RBG
75051040;Sparkasse im Landkreis Schwandorf;92408;Schwandorf;BYLADEM1SAD
75051565;Kreissparkasse Kelheim;93305;Kelheim;BYLADEM1KEH
75060150;Raiffeisenbank Regensburg-Wenzenbach;93018;Regensburg;GENODEF1R02
75061168;Raiffeisenbank Schwandorf-Nittenau -alt-;92408;Schwandorf;GENODEF1SWN
75061851;Raiffeisenbank Regenstauf;93122;Regenstauf;GENODEF1REF
75062026;Raiffeisenbank Oberpfalz Süd;93093;Donaustauf;GENODEF1DST
75069014;Raiffeisenbank Kreis Kelheim;93077;Bad Abbach;GENODEF1ABS
75069015;Raiffeisenbank Bad Gögging -alt-;93333;Neustadt a.d.Donau;GENODEF1NGG
